Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40972076,11/18/2018 12:26:11 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,2131 HOLLAND AVENUE,HOLLAND AVENUE,BRADY AVENUE,LYDIG AVENUE,,,ADDRESS,BRONX,,Precinct,Open,11/18/2018 08:26:11 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,11 BRONX,2042880035,BRONX,1021381,250432,PHONE,Unspecified,BRONX,,,,,,,,40.853974822693296,-73.8657787790906,"(40.853974822693296, -73.8657787790906)"
40966641,11/18/2018 12:26:27 AM,11/18/2018 12:54:55 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,1803 AVENUE W,AVENUE W,EAST 18 STREET,EAST 19 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:26:27 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/18/2018 12:54:55 AM,15 BROOKLYN,3073790050,BROOKLYN,997429,155932,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.59466374011805,-73.95254554509063,"(40.59466374011805, -73.95254554509063)"
40968412,11/18/2018 12:26:34 AM,11/18/2018 01:33:09 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11230,1502 AVENUE J,AVENUE J,EAST 15 STREET,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:26:34 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/18/2018 01:33:09 AM,14 BROOKLYN,3067170001,BROOKLYN,995008,167051,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62518637792535,-73.9612452778296,"(40.62518637792535, -73.9612452778296)"
40968622,11/18/2018 12:26:40 AM,11/18/2018 02:03:55 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,3657 BROADWAY,BROADWAY,WEST 150 STREET,WEST 151 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/18/2018 08:26:40 AM,The Police Department responded to the complaint and took action to fix the condition.,11/18/2018 02:03:55 AM,09 MANHATTAN,1020970034,MANHATTAN,998694,241699,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83007155682951,-73.9478065715269,"(40.83007155682951, -73.9478065715269)"
40965710,11/18/2018 12:26:41 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,39-68 52 STREET,52 STREET,39 DRIVE,SKILLMAN AVENUE,,,ADDRESS,WOODSIDE,,Precinct,Assigned,11/18/2018 08:26:41 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:38:35 AM,02 QUEENS,4001280062,QUEENS,1008562,211358,PHONE,Unspecified,QUEENS,,,,,,,,40.746772043514426,-73.9122583669838,"(40.746772043514426, -73.9122583669838)"
40966575,11/18/2018 12:26:42 AM,11/18/2018 01:25:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11366,76-08 170 STREET,170 STREET,76 AVENUE,77 ROAD,,,ADDRESS,FRESH MEADOWS,,Precinct,Closed,11/18/2018 08:26:42 AM,The Police Department reviewed your complaint and provided additional information below.,11/18/2018 01:25:59 AM,08 QUEENS,4069990009,QUEENS,1039941,203870,PHONE,Unspecified,QUEENS,,,,,,,,40.726077445027414,-73.79907431158934,"(40.726077445027414, -73.79907431158934)"
40968756,11/18/2018 12:26:49 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,32-11 112 STREET,112 STREET,ASTORIA BOULEVARD,BEND,,,ADDRESS,EAST ELMHURST,,Precinct,Assigned,11/18/2018 08:26:49 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 02:56:43 AM,03 QUEENS,4017060050,QUEENS,1023564,215938,PHONE,Unspecified,QUEENS,,,,,,,,40.75928899613369,-73.85808967928531,"(40.75928899613369, -73.85808967928531)"
40966603,11/18/2018 12:26:49 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1500 NOBLE AVENUE,NOBLE AVENUE,EAST 177 STREET,MANSION STREET,,,ADDRESS,BRONX,,Precinct,Assigned,11/18/2018 08:26:49 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:49:46 AM,09 BRONX,2038950001,BRONX,1019808,244335,MOBILE,Unspecified,BRONX,,,,,,,,40.837246842249975,-73.87149718589308,"(40.837246842249975, -73.87149718589308)"
40965807,11/18/2018 12:26:54 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11106,31-52 35 STREET,35 STREET,31 AVENUE,BROADWAY,,,ADDRESS,ASTORIA,,Precinct,Assigned,11/18/2018 08:26:54 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 02:08:02 AM,01 QUEENS,4006240062,QUEENS,1006055,216759,ONLINE,Unspecified,QUEENS,,,,,,,,40.76160294781715,-73.92128857131388,"(40.76160294781715, -73.92128857131388)"
40969147,11/18/2018 12:27:37 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,60-23 MADISON STREET,MADISON STREET,60 PLACE,FRESH POND ROAD,,,ADDRESS,RIDGEWOOD,,Precinct,Assigned,11/18/2018 08:27:37 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 01:18:50 AM,05 QUEENS,4035290119,QUEENS,1012153,196721,MOBILE,Unspecified,QUEENS,,,,,,,,40.70658646618094,-73.8993592045309,"(40.70658646618094, -73.8993592045309)"
40966489,11/18/2018 12:27:38 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11356,20-22 126 STREET,126 STREET,20 AVENUE,22 AVENUE,,,ADDRESS,COLLEGE POINT,,Precinct,Assigned,11/18/2018 08:27:38 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 01:31:06 AM,07 QUEENS,4041700029,QUEENS,1027914,224015,ONLINE,Unspecified,QUEENS,,,,,,,,40.78143780828352,-73.84233519817792,"(40.78143780828352, -73.84233519817792)"
40972207,11/18/2018 12:27:48 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1500 NOBLE AVENUE,NOBLE AVENUE,EAST 177 STREET,MANSION STREET,,,ADDRESS,BRONX,,Precinct,Assigned,11/18/2018 08:27:48 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:49:47 AM,09 BRONX,2038950001,BRONX,1019808,244335,PHONE,Unspecified,BRONX,,,,,,,,40.837246842249975,-73.87149718589308,"(40.837246842249975, -73.87149718589308)"
40970248,11/18/2018 12:28:40 AM,11/18/2018 02:25:26 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10036,512 WEST 42 STREET,WEST 42 STREET,AMTRAK RAILROAD,11 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,11/18/2018 08:28:40 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/18/2018 01:40:20 AM,04 MANHATTAN,1010700020,MANHATTAN,985197,216196,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76008449562789,-73.99658160909608,"(40.76008449562789, -73.99658160909608)"
40965165,11/18/2018 12:28:40 AM,11/18/2018 02:31:30 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,64 WELDON STREET,WELDON STREET,EUCLID AVENUE,CRESCENT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:28:40 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/18/2018 12:56:56 AM,05 BROOKLYN,,BROOKLYN,1019616,187054,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68002613418114,-73.87249237477432,"(40.68002613418114, -73.87249237477432)"
40970593,11/18/2018 12:28:44 AM,11/18/2018 01:45:26 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1933 62 STREET,62 STREET,19 AVENUE,20 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:28:44 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/18/2018 01:45:26 AM,11 BROOKLYN,3055270065,BROOKLYN,988294,164822,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.619073847355956,-73.98543319017169,"(40.619073847355956, -73.98543319017169)"
40970080,11/18/2018 12:28:51 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,1162 UNION AVENUE,UNION AVENUE,HOME STREET,EAST 168 STREET,,,ADDRESS,BRONX,,Precinct,Assigned,11/18/2018 08:28:51 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:51:50 AM,03 BRONX,2026810101,BRONX,1012009,240920,PHONE,Unspecified,BRONX,,,,,,,,40.827901614161306,-73.89969604246436,"(40.827901614161306, -73.89969604246436)"
40965687,11/18/2018 12:28:58 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10453,30 BUCHANAN PLACE,BUCHANAN PLACE,DAVIDSON AVENUE,GRAND AVENUE,,,ADDRESS,BRONX,,Precinct,Open,11/18/2018 08:28:58 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,05 BRONX,2031960010,BRONX,1010369,251938,MOBILE,Unspecified,BRONX,,,,,,,,40.85814778477665,-73.90557907575061,"(40.85814778477665, -73.90557907575061)"
40969856,11/18/2018 12:29:00 AM,,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,,274 SAINT JOHNS PLACE,SAINT JOHNS PLACE,PLAZA ST EAST,UNDERHILL AVENUE,,,,,,N/A,Assigned,,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,11/20/2018 12:00:00 AM,08 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
40969128,11/18/2018 12:29:10 AM,11/18/2018 01:57:42 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,3022 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,GUIDER AVENUE,BRIGHTON 8 COURT,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:29:10 AM,The Police Department responded to the complaint and took action to fix the condition.,11/18/2018 01:57:42 AM,13 BROOKLYN,3072640064,BROOKLYN,995356,151608,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.58279806467688,-73.96001703219947,"(40.58279806467688, -73.96001703219947)"
40966547,11/18/2018 12:29:15 AM,11/18/2018 02:44:48 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,951 DEAN STREET,DEAN STREET,CLASSON AVENUE,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:29:15 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/18/2018 01:23:56 AM,08 BROOKLYN,3011340097,BROOKLYN,995802,186360,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67818437304791,-73.95835189325376,"(40.67818437304791, -73.95835189325376)"
40970099,11/18/2018 12:29:18 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,7265 BERGEN COURT,BERGEN COURT,EAST 72 STREET,BERGEN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Assigned,11/18/2018 08:29:18 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:48:46 AM,18 BROOKLYN,3083620001,BROOKLYN,1009184,167262,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62573697177478,-73.91017676594095,"(40.62573697177478, -73.91017676594095)"
40970209,11/18/2018 12:29:37 AM,11/18/2018 02:46:56 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10455,670 CAULDWELL AVENUE,CAULDWELL AVENUE,WESTCHESTER AVENUE,EAST 156 STREET,,,ADDRESS,BRONX,,Precinct,Closed,11/18/2018 08:29:37 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/18/2018 01:13:41 AM,01 BRONX,2026280001,BRONX,1009322,236984,MOBILE,Unspecified,BRONX,,,,,,,,40.817106450252425,-73.90941990756365,"(40.817106450252425, -73.90941990756365)"
40970098,11/18/2018 12:30:00 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11101,25-21 43 AVENUE,43 AVENUE,BEND,27 STREET,,,ADDRESS,LONG ISLAND CITY,,Precinct,Assigned,11/18/2018 08:30:00 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:40:36 AM,02 QUEENS,4004307501,QUEENS,1000328,212067,PHONE,Unspecified,QUEENS,,,,,,,,40.74873687389079,-73.94197304006144,"(40.74873687389079, -73.94197304006144)"
40969605,11/18/2018 12:30:00 AM,,DSNY,Department of Sanitation,Electronics Waste,missed collection for E-waste,Sidewalk,,31-12 43 STREET,43 STREET,31 AVENUE,BROADWAY,,,,,,N/A,Open,,The Department of Sanitation is in the process of investigating this complaint.,,01 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
40967427,11/18/2018 12:30:01 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,2187 RYER AVENUE,RYER AVENUE,EAST 181 STREET,EAST 182 STREET,,,ADDRESS,BRONX,,Precinct,Assigned,11/18/2018 08:30:01 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:53:54 AM,05 BRONX,2031570054,BRONX,1011907,250745,PHONE,Unspecified,BRONX,,,,,,,,40.85486867446202,-73.90002408908849,"(40.85486867446202, -73.90002408908849)"
40971012,11/18/2018 12:30:06 AM,11/18/2018 02:00:48 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,1980 65 STREET,65 STREET,19 AVENUE,20 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:30:06 AM,The Police Department responded to the complaint and took action to fix the condition.,11/18/2018 02:00:48 AM,11 BROOKLYN,3055550035,BROOKLYN,988003,164025,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61688637587832,-73.98648183834852,"(40.61688637587832, -73.98648183834852)"
40971265,11/18/2018 12:30:11 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10455,657 CAULDWELL AVENUE,CAULDWELL AVENUE,WESTCHESTER AVENUE,EAST 156 STREET,,,ADDRESS,BRONX,,Precinct,Assigned,11/18/2018 08:30:11 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 01:45:25 AM,01 BRONX,2026240078,BRONX,1009269,236831,MOBILE,Unspecified,BRONX,,,,,,,,40.816686658662114,-73.90961195613463,"(40.816686658662114, -73.90961195613463)"
40968812,11/18/2018 12:31:11 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,58-12 LAWRENCE STREET,LAWRENCE STREET,58 AVENUE,58 ROAD,,,ADDRESS,FLUSHING,,Precinct,Assigned,11/18/2018 08:31:11 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 01:48:30 AM,07 QUEENS,4063530022,QUEENS,1030418,210983,ONLINE,Unspecified,QUEENS,,,,,,,,40.745655667370876,-73.83338311951816,"(40.745655667370876, -73.83338311951816)"
40965346,11/18/2018 12:31:41 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,190 ALLEN STREET,ALLEN STREET,STANTON STREET,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Open,11/18/2018 08:31:41 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,03 MANHATTAN,1004177501,MANHATTAN,987327,202411,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.722247617621264,-73.9888992427031,"(40.722247617621264, -73.9888992427031)"
40965877,11/18/2018 12:31:49 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,128 ELIZABETH STREET,ELIZABETH STREET,GRAND STREET,BROOME STREET,,,ADDRESS,NEW YORK,,Precinct,Assigned,11/18/2018 08:31:49 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:41:37 AM,02 MANHATTAN,1004700050,MANHATTAN,985524,201404,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71948408891224,-73.99540403693251,"(40.71948408891224, -73.99540403693251)"
40965036,11/18/2018 12:32:26 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,,,,,UNION AVENUE,EAST  163 STREET,INTERSECTION,BRONX,,Precinct,Assigned,11/18/2018 08:32:26 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 12:51:50 AM,03 BRONX,,BRONX,1011377,238930,PHONE,Unspecified,BRONX,,,,,,,,40.82244159697953,-73.9019877455078,"(40.82244159697953, -73.9019877455078)"
40968267,11/18/2018 12:32:29 AM,11/18/2018 03:05:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,2274 STRAUSS STREET,STRAUSS STREET,NEWPORT STREET,LOTT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:32:29 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/18/2018 02:10:07 AM,16 BROOKLYN,3036080042,BROOKLYN,1008221,179044,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6580786750116,-73.91360405130887,"(40.6580786750116, -73.91360405130887)"
40965918,11/18/2018 12:33:38 AM,11/18/2018 01:05:12 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,102-07 32 AVENUE,32 AVENUE,102 STREET,103 STREET,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,11/18/2018 08:33:38 AM,The Police Department issued a summons in response to the complaint.,11/18/2018 01:05:12 AM,03 QUEENS,4016890043,QUEENS,1021169,215979,PHONE,Unspecified,QUEENS,,,,,,,,40.759411855661085,-73.86673458504463,"(40.759411855661085, -73.86673458504463)"
40969069,11/18/2018 12:33:48 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,21-20 42 STREET,42 STREET,21 AVENUE,DITMARS BOULEVARD,,,ADDRESS,ASTORIA,,Precinct,Assigned,11/18/2018 08:33:48 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 02:20:29 AM,01 QUEENS,4007960041,QUEENS,1011105,220966,MOBILE,Unspecified,QUEENS,,,,,,,,40.77313616774775,-73.90304234593843,"(40.77313616774775, -73.90304234593843)"
40971058,11/18/2018 12:33:58 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10451,299 EAST 158 STREET,EAST 158 STREET,,,,,LATLONG,BRONX,,N/A,Pending,12/18/2018 12:33:58 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/18/2018 12:37:32 AM,01 BRONX,,BRONX,1006949,239265,MOBILE,Unspecified,BRONX,,,,,,,,40.82337356544883,-73.91798535832734,"(40.82337356544883, -73.91798535832734)"
40968824,11/18/2018 12:34:43 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11369,LA GUARDIA AIRPORT,LA GUARDIA AIRPORT,GRAND CENTRAL PARKWAY EN WB,BEND,,,ADDRESS,EAST ELMHURST,,N/A,Open,12/02/2018 12:34:43 AM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,80 QUEENS,,QUEENS,1018236,221443,ONLINE,Unspecified,QUEENS,,,,,,,,40.77442086598845,-73.87729410513894,"(40.77442086598845, -73.87729410513894)"
40966430,11/18/2018 12:34:54 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,360 MADISON STREET,MADISON STREET,GOUVERNEUR STREET,JACKSON STREET,,,ADDRESS,NEW YORK,,Precinct,Open,11/18/2018 08:34:54 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,03 MANHATTAN,1002600075,MANHATTAN,989219,199189,PHONE,Unspecified,MANHATTAN,,,,,,,,40.71340314093603,-73.98207593630254,"(40.71340314093603, -73.98207593630254)"
40968116,11/18/2018 12:34:57 AM,11/18/2018 01:11:36 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10004,23 BROADWAY,BROADWAY,BATTERY PLACE,MORRIS STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/18/2018 08:34:57 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/18/2018 01:11:36 AM,01 MANHATTAN,1000130027,MANHATTAN,980526,196377,PHONE,Unspecified,MANHATTAN,,,,,,,,40.705685479307455,-74.01343157279955,"(40.705685479307455, -74.01343157279955)"
40967326,11/18/2018 12:35:04 AM,11/18/2018 02:40:41 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,,,,,HANCOCK STREET,KNICKERBOCKER AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,11/18/2018 08:35:04 AM,The Police Department responded to the complaint and took action to fix the condition.,11/18/2018 01:40:16 AM,04 BROOKLYN,,BROOKLYN,1009317,192071,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6938317986799,-73.90960541482896,"(40.6938317986799, -73.90960541482896)"
40969514,11/18/2018 12:35:07 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,405 EAST 182 STREET,EAST 182 STREET,WEBSTER AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Precinct,Assigned,11/18/2018 08:35:07 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 01:25:58 AM,06 BRONX,2030300136,BRONX,1012954,250734,PHONE,Unspecified,BRONX,,,,,,,,40.85483514088719,-73.89623939154568,"(40.85483514088719, -73.89623939154568)"
40965254,11/18/2018 12:35:10 AM,11/18/2018 02:42:44 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,412 MELROSE STREET,MELROSE STREET,KNICKERBOCKER AVENUE,FLUSHING AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:35:10 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/18/2018 01:40:16 AM,04 BROOKLYN,,BROOKLYN,1004553,196124,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.7049685449646,-73.92677273887374,"(40.7049685449646, -73.92677273887374)"
40965759,11/18/2018 12:36:16 AM,11/18/2018 02:56:15 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10065,791 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 61 STREET,EAST 62 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/18/2018 08:36:16 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11/18/2018 12:49:47 AM,08 MANHATTAN,1013960020,MANHATTAN,993377,217539,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.763766024873554,-73.96705239801318,"(40.763766024873554, -73.96705239801318)"
40967262,11/18/2018 12:36:18 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10001,9 WEST 31 STREET,WEST 31 STREET,5 AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Assigned,11/18/2018 08:36:18 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 02:01:50 AM,05 MANHATTAN,1008337502,MANHATTAN,987970,211360,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74681017074108,-73.98657457188555,"(40.74681017074108, -73.98657457188555)"
40968059,11/18/2018 12:36:25 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11106,31-52 35 STREET,35 STREET,31 AVENUE,BROADWAY,,,ADDRESS,ASTORIA,,Precinct,Assigned,11/18/2018 08:36:25 AM,Your complaint has been received by the Police Department and additional information will be available later.,11/18/2018 02:20:20 AM,01 QUEENS,4006240062,QUEENS,1006055,216759,ONLINE,Unspecified,QUEENS,,,,,,,,40.76160294781715,-73.92128857131388,"(40.76160294781715, -73.92128857131388)"
40965932,11/18/2018 12:36:52 AM,11/18/2018 02:01:49 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,55 RALPH AVENUE,RALPH AVENUE,GATES AVENUE,MONROE STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/18/2018 08:36:52 AM,The Police Department issued a summons in response to the complaint.,11/18/2018 02:01:49 AM,03 BROOKLYN,3014800001,BROOKLYN,1005370,190180,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68865174115548,-73.92384468716244,"(40.68865174115548, -73.92384468716244)"
40970842,11/18/2018 12:36:56 AM,11/18/2018 02:08:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,247 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST 185 STREET,WEST 186 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/18/2018 08:36:56 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/18/2018 02:08:03 AM,12 MANHATTAN,1021660033,MANHATTAN,1002795,249892,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85255128587805,-73.93296494740626,"(40.85255128587805, -73.93296494740626)"
40971715,11/18/2018 12:37:13 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,2241 CRESTON AVENUE,CRESTON AVENUE,EAST 182 STREET,EAST 183 STREET,,,ADDRESS,BRONX,,Precinct,Open,11/18/2018 08:37:13 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,05 BRONX,2031710037,BRONX,1011482,251431,PHONE,Unspecified,BRONX,,,,,,,,40.856752859501285,-73.90155761230223,"(40.856752859501285, -73.90155761230223)"
40970113,11/18/2018 12:37:20 AM,11/18/2018 03:04:24 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,236 WEST 64 STREET,WEST 64 STREET,AMSTERDAM AVENUE,WEST END AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,11/18/2018 08:37:20 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/18/2018 02:09:04 AM,07 MANHATTAN,1011540202,MANHATTAN,987930,221303,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77410117169107,-73.98671348851468,"(40.77410117169107, -73.98671348851468)"
